OBJECTID,BdVal,PctNum,BdName,ElectNo,ElectPct,Requests,Returns,PercentReturned,Party,ELECTDATE,ELECTTTL,ELECTTL2,SHAPE__Area,SHAPE__Length
363,0620,620.0,PARKRIDGE,1389,0620,1561,805,0.515695,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5396625.37890625,9611.39249178162
364,0050,50.0,BANFF,1389,0050,1079,599,0.555143,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3685325.41796875,7720.18209832715
365,0779,779.0,SPANISH GARDEN,1389,0779,881,658,0.746878,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3988078.98046875,9152.01373671335
366,0786,786.0,ST MORITZ,1389,0786,596,317,0.531879,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2827310.50390625,8016.89443062552
367,0844,844.0,TOWNLEY,1389,0844,133,68,0.511278,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1754968.39453125,5527.45943839272
368,0747,747.0,SHALIMAR,1389,0747,287,196,0.682926,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1833424.70703125,5763.72711655609
369,0255,255.0,EL MIRAGE,1389,0255,826,366,0.443099,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9483563.9609375,16228.0500574005
370,0636,636.0,PERRYVILLE,1389,0636,174,100,0.574712,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11240691.0195313,15520.6580452454
371,0932,932.0,YUCCA,1389,0932,769,504,0.655396,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5654690.53515625,10821.0930565461
372,0272,272.0,EUCLID,1389,0272,571,353,0.618213,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6748205.44140625,14024.3768302243
373,0538,538.0,MOUNTAIN VISTA,1389,0538,1136,753,0.662852,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,369790691.476563,101385.302872144
374,0800,800.0,SUN LAKES COUNTRY CLUB,1389,0800,848,602,0.709905,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3808398.4140625,7928.07059529082
375,0178,178.0,COYOTE BASIN,1389,0178,778,506,0.650385,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10986426.2148438,15193.3703981308
376,0722,722.0,SAN MARCOS,1389,0722,466,240,0.515021,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3647550.75390625,8033.35602947214
377,0448,448.0,LIBBY,1389,0448,611,347,0.567921,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2922477.671875,7960.96268584714
378,0169,169.0,CORTESSA,1389,0169,1097,591,0.538742,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11164562.3164063,15394.5929481564
379,0247,247.0,DYSART,1389,0247,434,285,0.656682,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,21831687.0664063,24520.5823022809
380,0891,891.0,WEST PLAZA,1389,0891,197,90,0.456852,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1825860.33203125,5762.76060121783
381,0877,877.0,VISTA,1389,0877,803,502,0.625155,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5462499.12109375,11907.8423176322
382,0602,602.0,PALM GARDENS,1389,0602,93,37,0.397849,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,962409.3828125,4823.27248749487
383,0913,913.0,WILDER,1389,0913,1012,675,0.666996,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4045805.67578125,9778.84561183835
384,0494,494.0,MARLEY PARK,1389,0494,999,503,0.503503,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3739385.12109375,7737.30361230098
385,0921,921.0,WINDMERE,1389,0921,871,420,0.482204,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5370763.09765625,9461.12424682769
386,0850,850.0,TREVOR BROWNE,1389,0850,169,84,0.497041,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3275164.703125,8146.39526866603
387,0607,607.0,PALMBROOK,1389,0607,715,374,0.523076,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8138808.81640625,16211.1965481249
388,0596,596.0,OSUNA PARK,1389,0596,768,395,0.514322,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11892024.8789063,16403.5964630688
389,0901,901.0,WESTWOOD,1389,0901,879,434,0.493742,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3813351.6875,7945.78972850687
390,0058,58.0,BETHANY PARK,1389,0058,112,45,0.401785,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1341417.23046875,4717.74437169158
391,0130,130.0,CIELO GRANDE,1389,0130,745,425,0.570469,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11719370.8828125,15004.4870483482
392,0020,20.0,ANDERSON,1389,0020,495,261,0.527272,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1859577.39453125,5778.87442871759
393,0389,389.0,HUBBELL,1389,0389,409,261,0.638141,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1885142.01953125,5855.12779084058
394,0535,535.0,MORRISTOWN,1389,0535,329,210,0.638297,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,554956459.765625,105123.088498175
395,0871,871.0,VETERANS OASIS,1389,0871,546,304,0.556776,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5617994.48046875,11647.1897639798
396,0423,423.0,KODIAK,1389,0423,509,393,0.772102,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3360257.33203125,8610.39708221044
397,0278,278.0,FALCON,1389,0278,977,578,0.591606,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10345500.09375,17641.1193274344
398,0826,826.0,TARO,1389,0826,869,465,0.535097,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5538618.00390625,9797.88854391696
399,0209,209.0,DESERT EDGE,1389,0209,1033,553,0.535333,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6934723.4921875,12603.6674815138
400,0882,882.0,WADDELL,1389,0882,1048,547,0.521946,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,22123352.2929688,19183.0607688257
401,0497,497.0,MARYVALE,1389,0497,305,133,0.436065,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4684790.53125,9591.66428385139
402,0542,542.0,MUSKET,1389,0542,342,188,0.549707,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2735749.49609375,6682.98998916754
403,0305,305.0,GAVILAN PEAK,1389,0305,1285,746,0.580544,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7412776.41796875,20374.4029630718
404,0444,444.0,LEGACY,1389,0444,741,412,0.556005,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5556071.34765625,12969.0835103965
405,0471,471.0,LOWELL,1389,0471,154,62,0.402597,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4144324.31640625,10717.4895040041
406,0470,470.0,LOS OLIVOS,1389,0470,195,95,0.487179,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1156114.75,5926.43694146981
407,0710,710.0,ROVEY,1389,0710,375,238,0.634666,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1881292.828125,5824.1954608978
408,0894,894.0,WESTAR,1389,0894,1193,795,0.666387,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9901126.51171875,16272.6868827917
409,0245,245.0,DWIGHT,1389,0245,151,91,0.602649,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,943081.734375,3861.86491791878
410,0061,61.0,BISCUIT FLAT,1389,0061,376,242,0.643617,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,153501171.554688,62731.3453044592
411,0166,166.0,CORONA,1389,0166,399,260,0.651629,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1861986.6328125,6796.79944480364
412,0631,631.0,PENA,1389,0631,295,119,0.403389,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3757387.41796875,7755.24388708373
413,0603,603.0,PALM HARBOR,1389,0603,390,213,0.546153,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2827928.75390625,9240.32570629532
414,0037,37.0,ASHLAND RANCH,1389,0037,881,410,0.46538,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7600255.52734375,11652.2067322404
415,0059,59.0,BETHUNE,1389,0059,117,41,0.350427,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,21109770.2148438,25552.1047714392
416,0206,206.0,DESERT BELL,1389,0206,691,336,0.486251,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2795900.29296875,7720.7775781291
417,0144,144.0,COCOPAH,1389,0144,652,404,0.619631,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5017840.8046875,10703.5012565195
418,0016,16.0,ALSUP,1389,0016,299,157,0.525083,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,67700975.578125,42765.6512290456
419,0357,357.0,HASTINGS,1389,0357,1186,656,0.553119,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4978045.515625,12584.878874419
420,0279,279.0,FALCON HILL,1389,0279,827,452,0.546553,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4940914.546875,10072.3100597636
421,0115,115.0,CAVE BUTTES,1389,0115,655,395,0.603053,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,22179446.78125,25829.7420577601
422,0685,685.0,RHODES,1389,0685,377,202,0.535809,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1565696.81640625,5897.98583549773
423,0068,68.0,BLUE SKY,1389,0068,453,345,0.761589,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2588945.703125,6967.3911296486
424,0489,489.0,MARICOPA MOUNTAINS,1389,0489,54,21,0.388888,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,469002521.183594,107020.484598284
